dni,nombre,cuenta,moneda,monto,bic,concepto,cargos
10005487,BENEFICIARIO 05487,001000005487,PEN,4016.01,CITIPEPLXXX,PAGO PROVEEDOR 05487,SHA
10005488,BENEFICIARIO 05488,001000005488,PEN,4016.74,BCPLPEPLXXX,PAGO PROVEEDOR 05488,OUR
10005489,BENEFICIARIO 05489,001000005489,PEN,4017.47,BINPPEPLXXX,PAGO PROVEEDOR 05489,BEN
10005490,BENEFICIARIO 05490,001000005490,USD,4018.20,SCBLPEPLXXX,PAGO PROVEEDOR 05490,SHA
10005491,BENEFICIARIO 05491,001000005491,PEN,4018.93,CITIPEPLXXX,PAGO PROVEEDOR 05491,OUR
10005492,BENEFICIARIO 05492,001000005492,PEN,4019.66,BCPLPEPLXXX,PAGO PROVEEDOR 05492,BEN
10005493,BENEFICIARIO 05493,001000005493,PEN,4020.39,BINPPEPLXXX,PAGO PROVEEDOR 05493,SHA
10005494,BENEFICIARIO 05494,001000005494,PEN,4021.12,SCBLPEPLXXX,PAGO PROVEEDOR 05494,OUR
10005495,BENEFICIARIO 05495,001000005495,USD,4021.85,CITIPEPLXXX,PAGO PROVEEDOR 05495,BEN
10005496,BENEFICIARIO 05496,001000005496,PEN,4022.58,BCPLPEPLXXX,PAGO PROVEEDOR 05496,SHA
10005497,BENEFICIARIO 05497,001000005497,PEN,4023.31,BINPPEPLXXX,PAGO PROVEEDOR 05497,OUR
10005498,BENEFICIARIO 05498,001000005498,PEN,4024.04,SCBLPEPLXXX,PAGO PROVEEDOR 05498,BEN
10005499,BENEFICIARIO 05499,001000005499,PEN,4024.77,CITIPEPLXXX,PAGO PROVEEDOR 05499,SHA
10005500,BENEFICIARIO 05500,001000005500,USD,4025.50,BCPLPEPLXXX,PAGO PROVEEDOR 05500,OUR
10005501,BENEFICIARIO 05501,001000005501,PEN,4026.23,BINPPEPLXXX,PAGO PROVEEDOR 05501,BEN
10005502,BENEFICIARIO 05502,001000005502,PEN,4026.96,SCBLPEPLXXX,PAGO PROVEEDOR 05502,SHA
10005503,BENEFICIARIO 05503,001000005503,PEN,4027.69,CITIPEPLXXX,PAGO PROVEEDOR 05503,OUR
10005504,BENEFICIARIO 05504,001000005504,PEN,4028.42,BCPLPEPLXXX,PAGO PROVEEDOR 05504,BEN
10005505,BENEFICIARIO 05505,001000005505,USD,4029.15,BINPPEPLXXX,PAGO PROVEEDOR 05505,SHA
10005506,BENEFICIARIO 05506,001000005506,PEN,4029.88,SCBLPEPLXXX,PAGO PROVEEDOR 05506,OUR
10005507,BENEFICIARIO 05507,001000005507,PEN,4030.61,CITIPEPLXXX,PAGO PROVEEDOR 05507,BEN
10005508,BENEFICIARIO 05508,001000005508,PEN,4031.34,BCPLPEPLXXX,PAGO PROVEEDOR 05508,SHA
10005509,BENEFICIARIO 05509,001000005509,PEN,4032.07,BINPPEPLXXX,PAGO PROVEEDOR 05509,OUR
10005510,BENEFICIARIO 05510,001000005510,USD,4032.80,SCBLPEPLXXX,PAGO PROVEEDOR 05510,BEN
10005511,BENEFICIARIO 05511,001000005511,PEN,4033.53,CITIPEPLXXX,PAGO PROVEEDOR 05511,SHA
10005512,BENEFICIARIO 05512,001000005512,PEN,4034.26,BCPLPEPLXXX,PAGO PROVEEDOR 05512,OUR
10005513,BENEFICIARIO 05513,001000005513,PEN,4034.99,BINPPEPLXXX,PAGO PROVEEDOR 05513,BEN
10005514,BENEFICIARIO 05514,001000005514,PEN,4035.72,SCBLPEPLXXX,PAGO PROVEEDOR 05514,SHA
10005515,BENEFICIARIO 05515,001000005515,USD,4036.45,CITIPEPLXXX,PAGO PROVEEDOR 05515,OUR
10005516,BENEFICIARIO 05516,001000005516,PEN,4037.18,BCPLPEPLXXX,PAGO PROVEEDOR 05516,BEN
10005517,BENEFICIARIO 05517,001000005517,PEN,4037.91,BINPPEPLXXX,PAGO PROVEEDOR 05517,SHA
10005518,BENEFICIARIO 05518,001000005518,PEN,4038.64,SCBLPEPLXXX,PAGO PROVEEDOR 05518,OUR
10005519,BENEFICIARIO 05519,001000005519,PEN,4039.37,CITIPEPLXXX,PAGO PROVEEDOR 05519,BEN
10005520,BENEFICIARIO 05520,001000005520,USD,4040.10,BCPLPEPLXXX,PAGO PROVEEDOR 05520,SHA
10005521,BENEFICIARIO 05521,001000005521,PEN,4040.83,BINPPEPLXXX,PAGO PROVEEDOR 05521,OUR
10005522,BENEFICIARIO 05522,001000005522,PEN,4041.56,SCBLPEPLXXX,PAGO PROVEEDOR 05522,BEN
10005523,BENEFICIARIO 05523,001000005523,PEN,4042.29,CITIPEPLXXX,PAGO PROVEEDOR 05523,SHA
10005524,BENEFICIARIO 05524,001000005524,PEN,4043.02,BCPLPEPLXXX,PAGO PROVEEDOR 05524,OUR
10005525,BENEFICIARIO 05525,001000005525,USD,4043.75,BINPPEPLXXX,PAGO PROVEEDOR 05525,BEN
10005526,BENEFICIARIO 05526,001000005526,PEN,4044.48,SCBLPEPLXXX,PAGO PROVEEDOR 05526,SHA
10005527,BENEFICIARIO 05527,001000005527,PEN,4045.21,CITIPEPLXXX,PAGO PROVEEDOR 05527,OUR
10005528,BENEFICIARIO 05528,001000005528,PEN,4045.94,BCPLPEPLXXX,PAGO PROVEEDOR 05528,BEN
10005529,BENEFICIARIO 05529,001000005529,PEN,4046.67,BINPPEPLXXX,PAGO PROVEEDOR 05529,SHA
10005530,BENEFICIARIO 05530,001000005530,USD,4047.40,SCBLPEPLXXX,PAGO PROVEEDOR 05530,OUR
10005531,BENEFICIARIO 05531,001000005531,PEN,4048.13,CITIPEPLXXX,PAGO PROVEEDOR 05531,BEN
10005532,BENEFICIARIO 05532,001000005532,PEN,4048.86,BCPLPEPLXXX,PAGO PROVEEDOR 05532,SHA
10005533,BENEFICIARIO 05533,001000005533,PEN,4049.59,BINPPEPLXXX,PAGO PROVEEDOR 05533,OUR
10005534,BENEFICIARIO 05534,001000005534,PEN,4050.32,SCBLPEPLXXX,PAGO PROVEEDOR 05534,BEN
10005535,BENEFICIARIO 05535,001000005535,USD,4051.05,CITIPEPLXXX,PAGO PROVEEDOR 05535,SHA
10005536,BENEFICIARIO 05536,001000005536,PEN,4051.78,BCPLPEPLXXX,PAGO PROVEEDOR 05536,OUR
10005537,BENEFICIARIO 05537,001000005537,PEN,4052.51,BINPPEPLXXX,PAGO PROVEEDOR 05537,BEN
10005538,BENEFICIARIO 05538,001000005538,PEN,4053.24,SCBLPEPLXXX,PAGO PROVEEDOR 05538,SHA
10005539,BENEFICIARIO 05539,001000005539,PEN,4053.97,CITIPEPLXXX,PAGO PROVEEDOR 05539,OUR
10005540,BENEFICIARIO 05540,001000005540,USD,4054.70,BCPLPEPLXXX,PAGO PROVEEDOR 05540,BEN
10005541,BENEFICIARIO 05541,001000005541,PEN,4055.43,BINPPEPLXXX,PAGO PROVEEDOR 05541,SHA
10005542,BENEFICIARIO 05542,001000005542,PEN,4056.16,SCBLPEPLXXX,PAGO PROVEEDOR 05542,OUR
10005543,BENEFICIARIO 05543,001000005543,PEN,4056.89,CITIPEPLXXX,PAGO PROVEEDOR 05543,BEN
10005544,BENEFICIARIO 05544,001000005544,PEN,4057.62,BCPLPEPLXXX,PAGO PROVEEDOR 05544,SHA
10005545,BENEFICIARIO 05545,001000005545,USD,4058.35,BINPPEPLXXX,PAGO PROVEEDOR 05545,OUR
10005546,BENEFICIARIO 05546,001000005546,PEN,4059.08,SCBLPEPLXXX,PAGO PROVEEDOR 05546,BEN
10005547,BENEFICIARIO 05547,001000005547,PEN,4059.81,CITIPEPLXXX,PAGO PROVEEDOR 05547,SHA
10005548,BENEFICIARIO 05548,001000005548,PEN,4060.54,BCPLPEPLXXX,PAGO PROVEEDOR 05548,OUR
10005549,BENEFICIARIO 05549,001000005549,PEN,4061.27,BINPPEPLXXX,PAGO PROVEEDOR 05549,BEN
10005550,BENEFICIARIO 05550,001000005550,USD,4062.00,SCBLPEPLXXX,PAGO PROVEEDOR 05550,SHA
10005551,BENEFICIARIO 05551,001000005551,PEN,4062.73,CITIPEPLXXX,PAGO PROVEEDOR 05551,OUR
10005552,BENEFICIARIO 05552,001000005552,PEN,4063.46,BCPLPEPLXXX,PAGO PROVEEDOR 05552,BEN
10005553,BENEFICIARIO 05553,001000005553,PEN,4064.19,BINPPEPLXXX,PAGO PROVEEDOR 05553,SHA
10005554,BENEFICIARIO 05554,001000005554,PEN,4064.92,SCBLPEPLXXX,PAGO PROVEEDOR 05554,OUR
10005555,BENEFICIARIO 05555,001000005555,USD,4065.65,CITIPEPLXXX,PAGO PROVEEDOR 05555,BEN
10005556,BENEFICIARIO 05556,001000005556,PEN,4066.38,BCPLPEPLXXX,PAGO PROVEEDOR 05556,SHA
10005557,BENEFICIARIO 05557,001000005557,PEN,4067.11,BINPPEPLXXX,PAGO PROVEEDOR 05557,OUR
10005558,BENEFICIARIO 05558,001000005558,PEN,4067.84,SCBLPEPLXXX,PAGO PROVEEDOR 05558,BEN
10005559,BENEFICIARIO 05559,001000005559,PEN,4068.57,CITIPEPLXXX,PAGO PROVEEDOR 05559,SHA
10005560,BENEFICIARIO 05560,001000005560,USD,4069.30,BCPLPEPLXXX,PAGO PROVEEDOR 05560,OUR
10005561,BENEFICIARIO 05561,001000005561,PEN,4070.03,BINPPEPLXXX,PAGO PROVEEDOR 05561,BEN
10005562,BENEFICIARIO 05562,001000005562,PEN,4070.76,SCBLPEPLXXX,PAGO PROVEEDOR 05562,SHA
10005563,BENEFICIARIO 05563,001000005563,PEN,4071.49,CITIPEPLXXX,PAGO PROVEEDOR 05563,OUR
10005564,BENEFICIARIO 05564,001000005564,PEN,4072.22,BCPLPEPLXXX,PAGO PROVEEDOR 05564,BEN
10005565,BENEFICIARIO 05565,001000005565,USD,4072.95,BINPPEPLXXX,PAGO PROVEEDOR 05565,SHA
10005566,BENEFICIARIO 05566,001000005566,PEN,4073.68,SCBLPEPLXXX,PAGO PROVEEDOR 05566,OUR
10005567,BENEFICIARIO 05567,001000005567,PEN,4074.41,CITIPEPLXXX,PAGO PROVEEDOR 05567,BEN
10005568,BENEFICIARIO 05568,001000005568,PEN,4075.14,BCPLPEPLXXX,PAGO PROVEEDOR 05568,SHA
10005569,BENEFICIARIO 05569,001000005569,PEN,4075.87,BINPPEPLXXX,PAGO PROVEEDOR 05569,OUR
10005570,BENEFICIARIO 05570,001000005570,USD,4076.60,SCBLPEPLXXX,PAGO PROVEEDOR 05570,BEN
10005571,BENEFICIARIO 05571,001000005571,PEN,4077.33,CITIPEPLXXX,PAGO PROVEEDOR 05571,SHA
10005572,BENEFICIARIO 05572,001000005572,PEN,4078.06,BCPLPEPLXXX,PAGO PROVEEDOR 05572,OUR
10005573,BENEFICIARIO 05573,001000005573,PEN,4078.79,BINPPEPLXXX,PAGO PROVEEDOR 05573,BEN
10005574,BENEFICIARIO 05574,001000005574,PEN,4079.52,SCBLPEPLXXX,PAGO PROVEEDOR 05574,SHA
10005575,BENEFICIARIO 05575,001000005575,USD,4080.25,CITIPEPLXXX,PAGO PROVEEDOR 05575,OUR
10005576,BENEFICIARIO 05576,001000005576,PEN,4080.98,BCPLPEPLXXX,PAGO PROVEEDOR 05576,BEN
10005577,BENEFICIARIO 05577,001000005577,PEN,4081.71,BINPPEPLXXX,PAGO PROVEEDOR 05577,SHA
10005578,BENEFICIARIO 05578,001000005578,PEN,4082.44,SCBLPEPLXXX,PAGO PROVEEDOR 05578,OUR
10005579,BENEFICIARIO 05579,001000005579,PEN,4083.17,CITIPEPLXXX,PAGO PROVEEDOR 05579,BEN
10005580,BENEFICIARIO 05580,001000005580,USD,4083.90,BCPLPEPLXXX,PAGO PROVEEDOR 05580,SHA
10005581,BENEFICIARIO 05581,001000005581,PEN,4084.63,BINPPEPLXXX,PAGO PROVEEDOR 05581,OUR
10005582,BENEFICIARIO 05582,001000005582,PEN,4085.36,SCBLPEPLXXX,PAGO PROVEEDOR 05582,BEN
10005583,BENEFICIARIO 05583,001000005583,PEN,4086.09,CITIPEPLXXX,PAGO PROVEEDOR 05583,SHA
10005584,BENEFICIARIO 05584,001000005584,PEN,4086.82,BCPLPEPLXXX,PAGO PROVEEDOR 05584,OUR
10005585,BENEFICIARIO 05585,001000005585,USD,4087.55,BINPPEPLXXX,PAGO PROVEEDOR 05585,BEN
10005586,BENEFICIARIO 05586,001000005586,PEN,4088.28,SCBLPEPLXXX,PAGO PROVEEDOR 05586,SHA
10005587,BENEFICIARIO 05587,001000005587,PEN,4089.01,CITIPEPLXXX,PAGO PROVEEDOR 05587,OUR
10005588,BENEFICIARIO 05588,001000005588,PEN,4089.74,BCPLPEPLXXX,PAGO PROVEEDOR 05588,BEN
10005589,BENEFICIARIO 05589,001000005589,PEN,4090.47,BINPPEPLXXX,PAGO PROVEEDOR 05589,SHA
10005590,BENEFICIARIO 05590,001000005590,USD,4091.20,SCBLPEPLXXX,PAGO PROVEEDOR 05590,OUR
10005591,BENEFICIARIO 05591,001000005591,PEN,4091.93,CITIPEPLXXX,PAGO PROVEEDOR 05591,BEN
10005592,BENEFICIARIO 05592,001000005592,PEN,4092.66,BCPLPEPLXXX,PAGO PROVEEDOR 05592,SHA
10005593,BENEFICIARIO 05593,001000005593,PEN,4093.39,BINPPEPLXXX,PAGO PROVEEDOR 05593,OUR
10005594,BENEFICIARIO 05594,001000005594,PEN,4094.12,SCBLPEPLXXX,PAGO PROVEEDOR 05594,BEN
10005595,BENEFICIARIO 05595,001000005595,USD,4094.85,CITIPEPLXXX,PAGO PROVEEDOR 05595,SHA
10005596,BENEFICIARIO 05596,001000005596,PEN,4095.58,BCPLPEPLXXX,PAGO PROVEEDOR 05596,OUR
10005597,BENEFICIARIO 05597,001000005597,PEN,4096.31,BINPPEPLXXX,PAGO PROVEEDOR 05597,BEN
10005598,BENEFICIARIO 05598,001000005598,PEN,4097.04,SCBLPEPLXXX,PAGO PROVEEDOR 05598,SHA
10005599,BENEFICIARIO 05599,001000005599,PEN,4097.77,CITIPEPLXXX,PAGO PROVEEDOR 05599,OUR
10005600,BENEFICIARIO 05600,001000005600,USD,4098.50,BCPLPEPLXXX,PAGO PROVEEDOR 05600,BEN
10005601,BENEFICIARIO 05601,001000005601,PEN,4099.23,BINPPEPLXXX,PAGO PROVEEDOR 05601,SHA
10005602,BENEFICIARIO 05602,001000005602,PEN,4099.96,SCBLPEPLXXX,PAGO PROVEEDOR 05602,OUR
10005603,BENEFICIARIO 05603,001000005603,PEN,4100.69,CITIPEPLXXX,PAGO PROVEEDOR 05603,BEN
10005604,BENEFICIARIO 05604,001000005604,PEN,4101.42,BCPLPEPLXXX,PAGO PROVEEDOR 05604,SHA
10005605,BENEFICIARIO 05605,001000005605,USD,4102.15,BINPPEPLXXX,PAGO PROVEEDOR 05605,OUR
10005606,BENEFICIARIO 05606,001000005606,PEN,4102.88,SCBLPEPLXXX,PAGO PROVEEDOR 05606,BEN
10005607,BENEFICIARIO 05607,001000005607,PEN,4103.61,CITIPEPLXXX,PAGO PROVEEDOR 05607,SHA
10005608,BENEFICIARIO 05608,001000005608,PEN,4104.34,BCPLPEPLXXX,PAGO PROVEEDOR 05608,OUR
10005609,BENEFICIARIO 05609,001000005609,PEN,4105.07,BINPPEPLXXX,PAGO PROVEEDOR 05609,BEN
10005610,BENEFICIARIO 05610,001000005610,USD,4105.80,SCBLPEPLXXX,PAGO PROVEEDOR 05610,SHA
10005611,BENEFICIARIO 05611,001000005611,PEN,4106.53,CITIPEPLXXX,PAGO PROVEEDOR 05611,OUR
10005612,BENEFICIARIO 05612,001000005612,PEN,4107.26,BCPLPEPLXXX,PAGO PROVEEDOR 05612,BEN
10005613,BENEFICIARIO 05613,001000005613,PEN,4107.99,BINPPEPLXXX,PAGO PROVEEDOR 05613,SHA
10005614,BENEFICIARIO 05614,001000005614,PEN,4108.72,SCBLPEPLXXX,PAGO PROVEEDOR 05614,OUR
10005615,BENEFICIARIO 05615,001000005615,USD,4109.45,CITIPEPLXXX,PAGO PROVEEDOR 05615,BEN
10005616,BENEFICIARIO 05616,001000005616,PEN,4110.18,BCPLPEPLXXX,PAGO PROVEEDOR 05616,SHA
10005617,BENEFICIARIO 05617,001000005617,PEN,4110.91,BINPPEPLXXX,PAGO PROVEEDOR 05617,OUR
10005618,BENEFICIARIO 05618,001000005618,PEN,4111.64,SCBLPEPLXXX,PAGO PROVEEDOR 05618,BEN
10005619,BENEFICIARIO 05619,001000005619,PEN,4112.37,CITIPEPLXXX,PAGO PROVEEDOR 05619,SHA
10005620,BENEFICIARIO 05620,001000005620,USD,4113.10,BCPLPEPLXXX,PAGO PROVEEDOR 05620,OUR
10005621,BENEFICIARIO 05621,001000005621,PEN,4113.83,BINPPEPLXXX,PAGO PROVEEDOR 05621,BEN
10005622,BENEFICIARIO 05622,001000005622,PEN,4114.56,SCBLPEPLXXX,PAGO PROVEEDOR 05622,SHA
10005623,BENEFICIARIO 05623,001000005623,PEN,4115.29,CITIPEPLXXX,PAGO PROVEEDOR 05623,OUR
10005624,BENEFICIARIO 05624,001000005624,PEN,4116.02,BCPLPEPLXXX,PAGO PROVEEDOR 05624,BEN
10005625,BENEFICIARIO 05625,001000005625,USD,4116.75,BINPPEPLXXX,PAGO PROVEEDOR 05625,SHA
10005626,BENEFICIARIO 05626,001000005626,PEN,4117.48,SCBLPEPLXXX,PAGO PROVEEDOR 05626,OUR
10005627,BENEFICIARIO 05627,001000005627,PEN,4118.21,CITIPEPLXXX,PAGO PROVEEDOR 05627,BEN
10005628,BENEFICIARIO 05628,001000005628,PEN,4118.94,BCPLPEPLXXX,PAGO PROVEEDOR 05628,SHA
10005629,BENEFICIARIO 05629,001000005629,PEN,4119.67,BINPPEPLXXX,PAGO PROVEEDOR 05629,OUR
10005630,BENEFICIARIO 05630,001000005630,USD,4120.40,SCBLPEPLXXX,PAGO PROVEEDOR 05630,BEN
10005631,BENEFICIARIO 05631,001000005631,PEN,4121.13,CITIPEPLXXX,PAGO PROVEEDOR 05631,SHA
10005632,BENEFICIARIO 05632,001000005632,PEN,4121.86,BCPLPEPLXXX,PAGO PROVEEDOR 05632,OUR
10005633,BENEFICIARIO 05633,001000005633,PEN,4122.59,BINPPEPLXXX,PAGO PROVEEDOR 05633,BEN
10005634,BENEFICIARIO 05634,001000005634,PEN,4123.32,SCBLPEPLXXX,PAGO PROVEEDOR 05634,SHA
10005635,BENEFICIARIO 05635,001000005635,USD,4124.05,CITIPEPLXXX,PAGO PROVEEDOR 05635,OUR
10005636,BENEFICIARIO 05636,001000005636,PEN,4124.78,BCPLPEPLXXX,PAGO PROVEEDOR 05636,BEN
10005637,BENEFICIARIO 05637,001000005637,PEN,4125.51,BINPPEPLXXX,PAGO PROVEEDOR 05637,SHA
10005638,BENEFICIARIO 05638,001000005638,PEN,4126.24,SCBLPEPLXXX,PAGO PROVEEDOR 05638,OUR
10005639,BENEFICIARIO 05639,001000005639,PEN,4126.97,CITIPEPLXXX,PAGO PROVEEDOR 05639,BEN
10005640,BENEFICIARIO 05640,001000005640,USD,4127.70,BCPLPEPLXXX,PAGO PROVEEDOR 05640,SHA
10005641,BENEFICIARIO 05641,001000005641,PEN,4128.43,BINPPEPLXXX,PAGO PROVEEDOR 05641,OUR
10005642,BENEFICIARIO 05642,001000005642,PEN,4129.16,SCBLPEPLXXX,PAGO PROVEEDOR 05642,BEN
10005643,BENEFICIARIO 05643,001000005643,PEN,4129.89,CITIPEPLXXX,PAGO PROVEEDOR 05643,SHA
10005644,BENEFICIARIO 05644,001000005644,PEN,4130.62,BCPLPEPLXXX,PAGO PROVEEDOR 05644,OUR
10005645,BENEFICIARIO 05645,001000005645,USD,4131.35,BINPPEPLXXX,PAGO PROVEEDOR 05645,BEN
10005646,BENEFICIARIO 05646,001000005646,PEN,4132.08,SCBLPEPLXXX,PAGO PROVEEDOR 05646,SHA
10005647,BENEFICIARIO 05647,001000005647,PEN,4132.81,CITIPEPLXXX,PAGO PROVEEDOR 05647,OUR
10005648,BENEFICIARIO 05648,001000005648,PEN,4133.54,BCPLPEPLXXX,PAGO PROVEEDOR 05648,BEN
10005649,BENEFICIARIO 05649,001000005649,PEN,4134.27,BINPPEPLXXX,PAGO PROVEEDOR 05649,SHA
10005650,BENEFICIARIO 05650,001000005650,USD,4135.00,SCBLPEPLXXX,PAGO PROVEEDOR 05650,OUR
10005651,BENEFICIARIO 05651,001000005651,PEN,4135.73,CITIPEPLXXX,PAGO PROVEEDOR 05651,BEN
10005652,BENEFICIARIO 05652,001000005652,PEN,4136.46,BCPLPEPLXXX,PAGO PROVEEDOR 05652,SHA
10005653,BENEFICIARIO 05653,001000005653,PEN,4137.19,BINPPEPLXXX,PAGO PROVEEDOR 05653,OUR
10005654,BENEFICIARIO 05654,001000005654,PEN,4137.92,SCBLPEPLXXX,PAGO PROVEEDOR 05654,BEN
10005655,BENEFICIARIO 05655,001000005655,USD,4138.65,CITIPEPLXXX,PAGO PROVEEDOR 05655,SHA
10005656,BENEFICIARIO 05656,001000005656,PEN,4139.38,BCPLPEPLXXX,PAGO PROVEEDOR 05656,OUR
10005657,BENEFICIARIO 05657,001000005657,PEN,4140.11,BINPPEPLXXX,PAGO PROVEEDOR 05657,BEN
10005658,BENEFICIARIO 05658,001000005658,PEN,4140.84,SCBLPEPLXXX,PAGO PROVEEDOR 05658,SHA
10005659,BENEFICIARIO 05659,001000005659,PEN,4141.57,CITIPEPLXXX,PAGO PROVEEDOR 05659,OUR
10005660,BENEFICIARIO 05660,001000005660,USD,4142.30,BCPLPEPLXXX,PAGO PROVEEDOR 05660,BEN
10005661,BENEFICIARIO 05661,001000005661,PEN,4143.03,BINPPEPLXXX,PAGO PROVEEDOR 05661,SHA
10005662,BENEFICIARIO 05662,001000005662,PEN,4143.76,SCBLPEPLXXX,PAGO PROVEEDOR 05662,OUR
10005663,BENEFICIARIO 05663,001000005663,PEN,4144.49,CITIPEPLXXX,PAGO PROVEEDOR 05663,BEN
10005664,BENEFICIARIO 05664,001000005664,PEN,4145.22,BCPLPEPLXXX,PAGO PROVEEDOR 05664,SHA
10005665,BENEFICIARIO 05665,001000005665,USD,4145.95,BINPPEPLXXX,PAGO PROVEEDOR 05665,OUR
10005666,BENEFICIARIO 05666,001000005666,PEN,4146.68,SCBLPEPLXXX,PAGO PROVEEDOR 05666,BEN
10005667,BENEFICIARIO 05667,001000005667,PEN,4147.41,CITIPEPLXXX,PAGO PROVEEDOR 05667,SHA
10005668,BENEFICIARIO 05668,001000005668,PEN,4148.14,BCPLPEPLXXX,PAGO PROVEEDOR 05668,OUR
10005669,BENEFICIARIO 05669,001000005669,PEN,4148.87,BINPPEPLXXX,PAGO PROVEEDOR 05669,BEN
10005670,BENEFICIARIO 05670,001000005670,USD,4149.60,SCBLPEPLXXX,PAGO PROVEEDOR 05670,SHA
10005671,BENEFICIARIO 05671,001000005671,PEN,4150.33,CITIPEPLXXX,PAGO PROVEEDOR 05671,OUR
10005672,BENEFICIARIO 05672,001000005672,PEN,4151.06,BCPLPEPLXXX,PAGO PROVEEDOR 05672,BEN
10005673,BENEFICIARIO 05673,001000005673,PEN,4151.79,BINPPEPLXXX,PAGO PROVEEDOR 05673,SHA
10005674,BENEFICIARIO 05674,001000005674,PEN,4152.52,SCBLPEPLXXX,PAGO PROVEEDOR 05674,OUR
10005675,BENEFICIARIO 05675,001000005675,USD,4153.25,CITIPEPLXXX,PAGO PROVEEDOR 05675,BEN
10005676,BENEFICIARIO 05676,001000005676,PEN,4153.98,BCPLPEPLXXX,PAGO PROVEEDOR 05676,SHA
10005677,BENEFICIARIO 05677,001000005677,PEN,4154.71,BINPPEPLXXX,PAGO PROVEEDOR 05677,OUR
10005678,BENEFICIARIO 05678,001000005678,PEN,4155.44,SCBLPEPLXXX,PAGO PROVEEDOR 05678,BEN
10005679,BENEFICIARIO 05679,001000005679,PEN,4156.17,CITIPEPLXXX,PAGO PROVEEDOR 05679,SHA
10005680,BENEFICIARIO 05680,001000005680,USD,4156.90,BCPLPEPLXXX,PAGO PROVEEDOR 05680,OUR
10005681,BENEFICIARIO 05681,001000005681,PEN,4157.63,BINPPEPLXXX,PAGO PROVEEDOR 05681,BEN
10005682,BENEFICIARIO 05682,001000005682,PEN,4158.36,SCBLPEPLXXX,PAGO PROVEEDOR 05682,SHA
10005683,BENEFICIARIO 05683,001000005683,PEN,4159.09,CITIPEPLXXX,PAGO PROVEEDOR 05683,OUR
10005684,BENEFICIARIO 05684,001000005684,PEN,4159.82,BCPLPEPLXXX,PAGO PROVEEDOR 05684,BEN
10005685,BENEFICIARIO 05685,001000005685,USD,4160.55,BINPPEPLXXX,PAGO PROVEEDOR 05685,SHA
10005686,BENEFICIARIO 05686,001000005686,PEN,4161.28,SCBLPEPLXXX,PAGO PROVEEDOR 05686,OUR
10005687,BENEFICIARIO 05687,001000005687,PEN,4162.01,CITIPEPLXXX,PAGO PROVEEDOR 05687,BEN
10005688,BENEFICIARIO 05688,001000005688,PEN,4162.74,BCPLPEPLXXX,PAGO PROVEEDOR 05688,SHA
10005689,BENEFICIARIO 05689,001000005689,PEN,4163.47,BINPPEPLXXX,PAGO PROVEEDOR 05689,OUR
10005690,BENEFICIARIO 05690,001000005690,USD,4164.20,SCBLPEPLXXX,PAGO PROVEEDOR 05690,BEN
10005691,BENEFICIARIO 05691,001000005691,PEN,4164.93,CITIPEPLXXX,PAGO PROVEEDOR 05691,SHA
10005692,BENEFICIARIO 05692,001000005692,PEN,4165.66,BCPLPEPLXXX,PAGO PROVEEDOR 05692,OUR
10005693,BENEFICIARIO 05693,001000005693,PEN,4166.39,BINPPEPLXXX,PAGO PROVEEDOR 05693,BEN
10005694,BENEFICIARIO 05694,001000005694,PEN,4167.12,SCBLPEPLXXX,PAGO PROVEEDOR 05694,SHA
10005695,BENEFICIARIO 05695,001000005695,USD,4167.85,CITIPEPLXXX,PAGO PROVEEDOR 05695,OUR
10005696,BENEFICIARIO 05696,001000005696,PEN,4168.58,BCPLPEPLXXX,PAGO PROVEEDOR 05696,BEN
10005697,BENEFICIARIO 05697,001000005697,PEN,4169.31,BINPPEPLXXX,PAGO PROVEEDOR 05697,SHA
10005698,BENEFICIARIO 05698,001000005698,PEN,4170.04,SCBLPEPLXXX,PAGO PROVEEDOR 05698,OUR
10005699,BENEFICIARIO 05699,001000005699,PEN,4170.77,CITIPEPLXXX,PAGO PROVEEDOR 05699,BEN
10005700,BENEFICIARIO 05700,001000005700,USD,4171.50,BCPLPEPLXXX,PAGO PROVEEDOR 05700,SHA
10005701,BENEFICIARIO 05701,001000005701,PEN,4172.23,BINPPEPLXXX,PAGO PROVEEDOR 05701,OUR
10005702,BENEFICIARIO 05702,001000005702,PEN,4172.96,SCBLPEPLXXX,PAGO PROVEEDOR 05702,BEN
10005703,BENEFICIARIO 05703,001000005703,PEN,4173.69,CITIPEPLXXX,PAGO PROVEEDOR 05703,SHA
10005704,BENEFICIARIO 05704,001000005704,PEN,4174.42,BCPLPEPLXXX,PAGO PROVEEDOR 05704,OUR
10005705,BENEFICIARIO 05705,001000005705,USD,4175.15,BINPPEPLXXX,PAGO PROVEEDOR 05705,BEN
10005706,BENEFICIARIO 05706,001000005706,PEN,4175.88,SCBLPEPLXXX,PAGO PROVEEDOR 05706,SHA
10005707,BENEFICIARIO 05707,001000005707,PEN,4176.61,CITIPEPLXXX,PAGO PROVEEDOR 05707,OUR
10005708,BENEFICIARIO 05708,001000005708,PEN,4177.34,BCPLPEPLXXX,PAGO PROVEEDOR 05708,BEN
10005709,BENEFICIARIO 05709,001000005709,PEN,4178.07,BINPPEPLXXX,PAGO PROVEEDOR 05709,SHA
10005710,BENEFICIARIO 05710,001000005710,USD,4178.80,SCBLPEPLXXX,PAGO PROVEEDOR 05710,OUR
